id,created_by,created_date,updated_by,updated_date,document_name1,document_name2,document_name3,document_path1,document_path2,document_path3,is_seen,message,type,job_id,jobsite_id,posted_by_id,posted_to_id,project_id
052198ad-b0ca-4312-891e-a6719755501b,NULL,2025-04-10 10:54:07,NULL,2025-04-10 10:54:19,NULL,NULL,NULL,NULL,NULL,NULL,_binary '',hi,JOB,9f5625af-8059-4d74-aeaa-e8a1afe37f62,NULL,c8367fc3-d459-4b83-b48b-37521e6d4795,54fea194-4220-40ff-83dd-00c5a946dc25,NULL
07e1f754-57ef-441b-9b80-04749deecfad,NULL,2024-02-12 06:23:14,NULL,2024-02-12 06:24:23,Bunglow.jpg,NULL,NULL,IconicWorkerUserImages/1a5949d9-a8db-4f10-8659-bb114c4ec3bc,NULL,NULL,_binary '',test12-02,PROJECT,NULL,NULL,c8367fc3-d459-4b83-b48b-37521e6d4795,a3d2b1e9-d64f-46b7-85f5-af83442a5547,92ea6776-a0c4-4efb-ab52-9c4f26c0530f
0a08ef25-035c-4111-9683-fd0450a7462f,NULL,2024-04-25 04:53:08,NULL,2024-04-25 04:54:15,NULL,NULL,NULL,NULL,NULL,NULL,_binary '',This is message from bid comparison,PROJECT,NULL,NULL,b91189e3-47b3-44b1-a685-0252e97c7d1c,8e9967a6-5915-45d4-a25e-11b1876d18df,42b7eb21-f610-42eb-8fed-bda227dfef76
114ccb90-9925-4d03-897f-74b9eb4803f1,NULL,2024-02-08 09:38:01,NULL,2024-02-08 09:39:07,NULL,NULL,NULL,NULL,NULL,NULL,_binary '',Telent Alask test,JOBSITE,NULL,c7828149-16f6-4459-9f1c-89250e821652,c8367fc3-d459-4b83-b48b-37521e6d4795,a3d2b1e9-d64f-46b7-85f5-af83442a5547,5f5fc3f4-90c9-4244-86d8-e97a76997e80
16748403-805b-4696-bf7c-da82c2eb13d0,NULL,2024-02-28 06:51:16,NULL,2024-02-28 06:52:02,SamplePDFFile_5mb.pdf,NULL,NULL,IconicWorkerUserImages/e529c285-f09d-4e33-901e-350e04ad8d3b,NULL,NULL,_binary '',Hi This is a message on 28-02,JOB,c6d6220c-5a8b-4958-956a-b23d8e313877,NULL,c8367fc3-d459-4b83-b48b-37521e6d4795,1ec5afe3-043f-45dd-8f4c-7a84d55db398,NULL
1cb8e979-6366-4ab7-b98e-6b1e0654ca82,NULL,2024-07-10 06:12:51,NULL,2024-07-10 06:12:51,NULL,NULL,NULL,NULL,NULL,NULL,_binary '0',"ed, and they are truly appreciated. As we move forward, I wanted to provide a comprehensive update on where we stand and what lies ahead. Over the past few months, we have successfully completed the initial phases of research, planning, and design. T",JOBSITE,NULL,b2e6c68b-8de7-4895-b1fd-ffa05eb0ac56,73c35bda-c637-4513-a758-b9491df12540,c8367fc3-d459-4b83-b48b-37521e6d4795,525a0b6b-35ea-4eac-beed-fa3da163bcbc
1d2ce766-2f6e-4df6-a155-38ecbbf18383,NULL,2024-07-16 11:21:23,NULL,2024-07-16 11:21:23,NULL,NULL,NULL,NULL,NULL,NULL,_binary '0',payal,PROJECT,NULL,NULL,1c414d9d-c37d-47cd-9f7d-882d51abb8e6,c8367fc3-d459-4b83-b48b-37521e6d4795,f82294fb-6393-498a-bc5a-504e309bc6dd
21f3cafb-cc65-475a-8d00-707199be5f55,NULL,2024-03-19 05:53:46,NULL,2024-03-19 05:57:23,sample.pdf,Home.jpg,NULL,IconicWorkerUserImages/7d078d61-7c7f-4866-a7a0-4af727c64349,IconicWorkerUserImages/a5d8ad4a-551c-41d8-969a-8789d3e07675,NULL,_binary '',This is a test message,JOB,d24e512e-cb33-48fe-90da-cf3ff94fee99,NULL,c8367fc3-d459-4b83-b48b-37521e6d4795,54fea194-4220-40ff-83dd-00c5a946dc25,NULL
23e977c3-d6d9-49d9-b1b1-36db1ef8a96e,NULL,2024-04-17 08:53:18,NULL,2024-04-17 12:11:21,NULL,NULL,NULL,NULL,NULL,NULL,_binary '',Hi This is from pau patil for Prpproject,JOB,027f3513-ce7a-4d5d-8ff2-335435b19bc0,NULL,0c36a187-4358-49d8-96da-a03c74687490,c8367fc3-d459-4b83-b48b-37521e6d4795,NULL
28a30f3a-26cf-4ece-8681-7abd6f3b048b,NULL,2024-07-10 06:02:08,NULL,2024-07-10 06:02:08,NULL,NULL,NULL,NULL,NULL,NULL,_binary '0',"The standard Lorem Ipsum passage, used since the 1500s ""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nis",JOB,ff2ed39f-9c22-40af-8be5-a9dbd426cff5,NULL,b91189e3-47b3-44b1-a685-0252e97c7d1c,c9a92ec3-4ed8-4db2-b186-cb54e9864a29,NULL
2b5b7dd4-2995-4039-a849-e3b8bf3d58ef,NULL,2024-07-10 06:03:49,NULL,2024-07-10 06:03:49,NULL,NULL,NULL,NULL,NULL,NULL,_binary '0',"The standard Lorem Ipsum passage, used since the 1500s ""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nis",PROJECT,NULL,NULL,b91189e3-47b3-44b1-a685-0252e97c7d1c,c1e99329-85c4-457f-9e56-40760d57aff5,3121a9d6-1948-4074-b04d-9790cd84f2ee
32b6fdc7-06f7-4fe2-a6bc-e6964e8d965d,NULL,2024-03-19 05:58:49,NULL,2024-03-19 06:10:10,SamplePNGImage_100kbmb.png,NULL,NULL,IconicWorkerUserImages/96749b37-120c-477d-92fb-e5362c992540,NULL,NULL,_binary '',"Hi, This is test answer.",JOB,d24e512e-cb33-48fe-90da-cf3ff94fee99,NULL,54fea194-4220-40ff-83dd-00c5a946dc25,c8367fc3-d459-4b83-b48b-37521e6d4795,NULL
33d6ab50-7861-4d98-b2a5-4b09df828889,NULL,2025-04-10 10:51:20,NULL,2025-04-10 10:53:29,NULL,NULL,NULL,NULL,NULL,NULL,_binary '',hi,JOB,9f5625af-8059-4d74-aeaa-e8a1afe37f62,NULL,54fea194-4220-40ff-83dd-00c5a946dc25,c8367fc3-d459-4b83-b48b-37521e6d4795,NULL
33de6661-13f0-4022-bd81-de6cf7e8b50f,NULL,2024-07-08 05:34:58,NULL,2024-07-08 05:34:58,NULL,NULL,NULL,NULL,NULL,NULL,_binary '0',"dnj ,knf vbg,kjhn vbghmjjhjdfvbgh",JOBSITE,NULL,81b0f3eb-d6a3-4a9b-8245-d2a81210162a,73c35bda-c637-4513-a758-b9491df12540,c8367fc3-d459-4b83-b48b-37521e6d4795,4391caa2-bd99-40c8-b73a-6b957d9e2fe3
3405e047-7020-472e-a8a8-4714f68396fb,NULL,2024-07-08 04:55:53,NULL,2024-07-08 04:55:53,NULL,NULL,NULL,NULL,NULL,NULL,_binary '0',prp test 1,PROJECT,NULL,NULL,73c35bda-c637-4513-a758-b9491df12540,3f8eb79e-f046-4317-adee-7b916a3ee09e,cc76e77a-a5f7-4ea4-80bd-1c96d1a467e5
373ea012-1140-4eb9-8fef-d2c5873db24c,NULL,2024-06-13 09:17:34,NULL,2025-04-10 10:53:29,Bunglow.jpg,NULL,NULL,IconicWorkerUserImages/9680f701-2fb7-4de7-840a-186260923b57,NULL,NULL,_binary '',hi,JOB,9f5625af-8059-4d74-aeaa-e8a1afe37f62,NULL,54fea194-4220-40ff-83dd-00c5a946dc25,c8367fc3-d459-4b83-b48b-37521e6d4795,NULL
3acd1790-92d4-4def-9af6-5e08b51ebc8b,NULL,2024-01-30 12:06:57,NULL,2024-01-30 12:12:30,image_sW.png,NULL,NULL,IconicWorkerUserImages/d2a719de-8f79-4ba3-807e-dea550da2158,NULL,NULL,_binary '',with image,JOB,1f47be18-0f31-4e1f-adff-d21ecdecc152,NULL,9e11456c-f0f6-48c7-9cbf-6f4447379727,c8367fc3-d459-4b83-b48b-37521e6d4795,NULL
3d0815a4-32c6-4f29-b231-b34e259d0165,NULL,2024-05-09 06:43:36,NULL,2024-05-10 04:52:21,download.jpg,NULL,NULL,IconicWorkerUserImages/fb9e695c-df90-42ca-90fb-645e27f78428,NULL,NULL,_binary '',Hi,JOB,47c95842-c435-4dd6-9ac6-9b3abb67893b,NULL,c9a92ec3-4ed8-4db2-b186-cb54e9864a29,b91189e3-47b3-44b1-a685-0252e97c7d1c,NULL
3ff8adf9-732f-4225-a246-fe28d3c8a061,NULL,2024-02-28 06:57:21,NULL,2024-02-28 06:58:56,SamplePNGImage_1mbmb.png,NULL,NULL,IconicWorkerUserImages/3947eaf7-edfe-4e3a-92ec-818de6f4c6ea,NULL,NULL,_binary '',Hello Good morning,JOB,86d1a2c9-ffe6-41ac-8ad8-943ddebd33c5,NULL,c8367fc3-d459-4b83-b48b-37521e6d4795,1ec5afe3-043f-45dd-8f4c-7a84d55db398,NULL
42d1acfb-edec-4af3-b328-6292e44153f3,NULL,2024-02-27 12:30:32,NULL,2024-02-27 12:30:53,NULL,NULL,NULL,NULL,NULL,NULL,_binary '',Hi AJ,JOB,b0a9be3f-c9a7-45c3-a263-86490762d5a5,NULL,c3dccdbe-114c-4d9c-9a23-d7dd350b6acc,c8367fc3-d459-4b83-b48b-37521e6d4795,NULL
431bd861-519e-4337-a9c2-f850488528a0,NULL,2024-01-30 12:14:28,NULL,2024-01-30 12:14:28,image_sW.png,NULL,NULL,IconicWorkerUserImages/d6512b0e-4e9f-4005-a1cb-02a410fcbe2f,NULL,NULL,_binary '0',Good Evening,JOB,1f47be18-0f31-4e1f-adff-d21ecdecc152,NULL,9e11456c-f0f6-48c7-9cbf-6f4447379727,c8367fc3-d459-4b83-b48b-37521e6d4795,NULL
438a5e53-c98c-4070-9e89-81d718fa8c1a,NULL,2024-02-09 12:36:46,NULL,2024-02-09 12:40:09,Home.jpg,NULL,NULL,IconicWorkerUserImages/e013f9d1-f482-4122-b909-43d3034d057e,NULL,NULL,_binary '',Test,PROJECT,NULL,NULL,c8367fc3-d459-4b83-b48b-37521e6d4795,a3d2b1e9-d64f-46b7-85f5-af83442a5547,92ea6776-a0c4-4efb-ab52-9c4f26c0530f
43f5be0e-b007-453d-bcc6-de04c9e7a3f4,NULL,2022-06-22 11:40:42,NULL,2022-06-22 11:42:23,NULL,NULL,NULL,NULL,NULL,NULL,_binary '',Deploying2  Bid ASfsdgg,PROJECT,NULL,NULL,a69a9857-30f7-4676-b610-a09c3d5e3f40,13c3dd8f-1a6e-4f15-b22d-2b5d3f243796,6c075fd5-f7c0-48e7-ad76-8a3caa3bcea6
4512bba9-bc9b-455e-a9b7-7268a937d007,NULL,2024-07-10 06:12:39,NULL,2024-07-10 06:12:39,NULL,NULL,NULL,NULL,NULL,NULL,_binary '0',test msg 1,JOBSITE,NULL,b2e6c68b-8de7-4895-b1fd-ffa05eb0ac56,73c35bda-c637-4513-a758-b9491df12540,c8367fc3-d459-4b83-b48b-37521e6d4795,525a0b6b-35ea-4eac-beed-fa3da163bcbc
464c07d7-5ec7-4939-ac8b-6820cd837c1d,NULL,2022-09-28 05:02:13,NULL,2022-09-28 05:02:18,NULL,NULL,NULL,NULL,NULL,NULL,_binary '',ok,JOB,167752ba-3631-46a9-b0ca-ec0c5cd6c99d,NULL,c8367fc3-d459-4b83-b48b-37521e6d4795,9e11456c-f0f6-48c7-9cbf-6f4447379727,NULL
46aa7207-953b-493e-b4c6-895b9239b658,NULL,2024-01-30 11:59:43,NULL,2024-01-30 12:12:30,image_ei.png,NULL,NULL,IconicWorkerUserImages/ac8fede5-233a-4b15-afce-f93c87cccdbf,NULL,NULL,_binary '',with attachment,JOB,1f47be18-0f31-4e1f-adff-d21ecdecc152,NULL,9e11456c-f0f6-48c7-9cbf-6f4447379727,c8367fc3-d459-4b83-b48b-37521e6d4795,NULL
48f1530c-0230-4f9e-a8c8-714bb1fe3eab,NULL,2022-12-22 12:11:25,NULL,2022-12-22 12:11:25,NULL,NULL,NULL,NULL,NULL,NULL,_binary '0',sdfsfsd,JOB,f783e5d5-b9bf-40a4-bbb4-0f1cf6b8719d,NULL,9e11456c-f0f6-48c7-9cbf-6f4447379727,c8367fc3-d459-4b83-b48b-37521e6d4795,NULL
4abd75f9-a0b4-4969-b7ec-4c0bb9704a2c,NULL,2024-07-10 06:05:44,NULL,2024-07-10 06:05:44,NULL,NULL,NULL,NULL,NULL,NULL,_binary '0',"The standard Lorem Ipsum passage, used since the 1500s ""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.""  Section 1.10.32 of ""de Finibus Bonorum et Malorum"", written by Cicero in 45 BC ""Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam, eaque ipsa quae ab illo inventore veritatis et quasi architecto beatae vitae dicta sunt explicabo. Nemo enim ipsam voluptatem quia voluptas sit aspernatur aut odit aut fugit, sed quia consequuntur magni dolores eos qui ratione voluptatem sequi nesciunt. Neque porro quisquam est, qui dolorem ipsum quia dolor sit amet, consectetur, adipisci velit, sed quia non numquam eius modi tempora incidunt ut labore et dolore magnam aliquam quaerat voluptatem. Ut enim ad minima veniam, quis nostrum exercitationem ullam corporis suscipit laboriosam, nisi ut aliquid ex ea commodi consequatur? Quis autem vel eum iure reprehenderit qui in ea voluptate velit esse quam nihil molestiae consequatur, vel illum qui dolorem eum fugiat quo voluptas nulla pariatur?""  1914 translation by H. Rackham ""But I must explain to you how all this mistaken idea of denouncing pleasure and praising pain was born and I will give you a complete account of the system, and expound the actual teachings of the great explorer of the truth, the master-builder of human happiness. No one rejects, dislikes, or avoids pleasure itself, because it is pleasure, but because those who do not know how to pursue pleasure rationally encounter consequences that are extremely painful. Nor again is there anyone who loves or pursues or desires to obtain pain of itself, because it is pain, but because occasionally circumstances occur in which toil and pain can procure him some great pleasure. To take a trivial example, which of us ever undertakes laborious physical exercise, except to obtain some advantage from it? But who has any right to find fault with a man who chooses to enjoy a pleasure that has no annoying consequences, or one who avoids a pain that produces no resultant pleasure?""  Section 1.10.33 of ""de Finibus Bonorum et Malorum"", written by Cicero in 45 BC ""At vero eos et accusamus et iusto odio dignissimos ducimus qui blanditiis praesentium voluptatum deleniti atque corrupti quos dolores et quas molestias excepturi sint occaecati cupiditate non provident, similique sunt in culpa qui officia deserunt mollitia animi, id est laborum et dolorum fuga. Et harum quidem rerum facilis est et expedita distinctio. Nam libero tempore, cum soluta nobis est eligendi optio cumque nihil impedit quo minus id quod maxime placeat facere possimus, omnis voluptas assumenda est, omnis dolor repellendus. Temporibus autem quibusdam et aut officiis debitis aut rerum necessitatibus saepe eveniet ut et voluptates repudiandae sint et molestiae non recusandae. Itaque earum rerum hic tenetur a sapiente delectus, ut aut reiciendis voluptatibus maiores alias consequatur aut perferendis doloribus asperiores repellat.""  1914 translation by H. Rackham ""On the other hand, we denounce with righteous indignation and dislike men who are so beguiled and demoralized by the charms of pleasure of the moment, so blinded by desire, that they cannot foresee the pain and trouble that are bound to ensue; and equal blame belongs to those who fail in their duty through weakness of will, which is the same as saying through shrinking from toil and pain. These cases are perfectly simple and easy to distinguish. In a free hour, when our power of choice is untrammelled and when nothing prevents our being able to do what we like best, every pleasure is to be welcomed and every pain avoided. But in certain circumstances and owing to the claims of duty or the obligations of business it will frequently occur that pleasures have to be repudiated and annoyances accepted. The wise man therefore always holds in these matters to this principle of selection: he rejects pleasures to secure other greater pleasures, or else he endures pains to avoid worse pains.""",JOB,99f2f251-e050-43e2-8710-d4f1f3a85375,NULL,9e11456c-f0f6-48c7-9cbf-6f4447379727,c8367fc3-d459-4b83-b48b-37521e6d4795,NULL
4c85aab2-2ce6-4d51-bdb7-9ee080160bfa,NULL,2025-04-30 06:01:55,NULL,2025-04-30 06:02:16,NULL,NULL,NULL,NULL,NULL,NULL,_binary '',Yes We are intreseted to start work with you in that rate.,PROJECT,NULL,NULL,6fdfa82e-6825-4658-a162-a518011bffd8,c0f385bf-790f-431d-8dc4-1bf83ba3a392,64c1e657-18d7-4898-9bba-836061f604bc
4f8d57ea-d999-490e-a72e-9168d4c3c2f7,NULL,2024-07-16 10:37:33,NULL,2024-07-16 10:37:33,NULL,NULL,NULL,NULL,NULL,NULL,_binary '0',hbgj,JOB,67bd3bbe-0a5f-4667-ac3e-0cca69863c8f,NULL,c8367fc3-d459-4b83-b48b-37521e6d4795,0c36a187-4358-49d8-96da-a03c74687490,NULL
54369864-81f8-4f4f-aec2-b9bf1974616d,NULL,2024-01-30 11:57:07,NULL,2024-01-30 12:12:30,NULL,NULL,NULL,NULL,NULL,NULL,_binary '',demo,JOB,1f47be18-0f31-4e1f-adff-d21ecdecc152,NULL,9e11456c-f0f6-48c7-9cbf-6f4447379727,c8367fc3-d459-4b83-b48b-37521e6d4795,NULL
54eef870-fc97-4892-a11c-fc9e1f742803,NULL,2024-01-30 12:12:37,NULL,2024-01-30 12:23:14,NULL,NULL,NULL,NULL,NULL,NULL,_binary '',Hi,JOB,1f47be18-0f31-4e1f-adff-d21ecdecc152,NULL,c8367fc3-d459-4b83-b48b-37521e6d4795,9e11456c-f0f6-48c7-9cbf-6f4447379727,NULL
