id,created_by,created_date,updated_by,updated_date,status,job_detail_id,user_id
016926f1-0790-4409-b276-f569631694f2,NULL,2025-04-16 03:28:24,NULL,2025-04-17 03:54:11,ACCEPTED_PENDING,acafdca6-623f-4a89-b94c-728b87fbea97,4416aada-c580-4350-aed1-803fa7e7f93c
05f35329-aa56-4b83-bfae-267bb4913482,NULL,2023-03-15 05:48:51,NULL,2023-03-15 05:48:51,PENDING,ba78b26d-67c8-4002-a6d7-d618ead42ba5,03
07367aae-d445-4701-ba0d-ddde171808e7,NULL,2023-03-21 05:16:25,NULL,2024-02-15 10:41:12,ACCEPTED_PENDING,56515048-7cab-4b45-a8b3-dfd627d5d2fb,9e11456c-f0f6-48c7-9cbf-6f4447379727
07bd02c1-8eed-432a-979d-78017c5e6550,NULL,2022-03-17 10:14:46,NULL,2022-03-17 10:14:46,PENDING,7404fd03-4c0a-4e9b-87f5-4698486b9164,69d1b462-6ccd-40a2-bcf0-92a293567815
096251c8-9f0c-40a2-bb4e-d2714c7aae46,NULL,2023-03-17 06:48:03,NULL,2023-03-17 06:48:03,PENDING,8c4070fc-b105-4b6b-84d8-1fc51bfd855b,03
0c177f82-a3f9-45a6-88a6-300a0b7f4258,NULL,2025-04-16 07:25:53,NULL,2025-04-17 03:38:48,ACCEPTED_PENDING,d2f640d4-7ba4-4242-95fa-67bdd8ba5a7f,8d250d37-5fe6-4b9c-b0cd-10fc41594c05
0ff552e0-807a-460c-aaf1-7dc5cab83a6b,NULL,2023-03-17 06:54:23,NULL,2023-03-17 06:54:23,PENDING,8c4070fc-b105-4b6b-84d8-1fc51bfd855b,c0f45f6f-019e-4730-935a-008177050ae9
15c5be83-8835-4046-879f-d0bd3ca4679b,NULL,2022-02-22 03:26:39,NULL,2023-07-31 04:49:05,ACCEPTED_PENDING,042c663c-8c37-4f36-aa37-b7ca2f4c0658,9e11456c-f0f6-48c7-9cbf-6f4447379727
166c5f13-d34f-4ac2-b37f-9b54e72008e7,NULL,2025-04-17 04:01:58,NULL,2025-04-17 04:01:58,PENDING,b640e1c1-a6d3-4efb-8593-7782017a7ec3,1faf7fc8-34dd-4713-9549-2318109b3845
1729a803-5954-4e08-a143-9ce50a81a942,NULL,2023-04-24 05:55:12,NULL,2023-04-24 03:55:08,ACCEPTED,17cb0d77-8169-4f01-a7bd-e019cf08d7eb,f94c9423-2671-4c2a-bcbe-c668e22ea84e
177137a6-9056-417d-817f-44490b734fbd,NULL,2025-04-15 07:19:33,NULL,2025-04-15 07:19:33,PENDING,acafdca6-623f-4a89-b94c-728b87fbea97,d93d060b-0c9e-4845-9b12-1793bb3ee2d7
1805e880-fb06-4135-b959-c7954336650b,NULL,2022-12-15 09:52:04,NULL,2022-12-15 09:57:03,ACCEPTED,c7531961-ba85-493d-b084-6be235dd0064,9e11456c-f0f6-48c7-9cbf-6f4447379727
1a6ecf07-8c09-4b54-9f44-0b451ef74a1f,NULL,2023-07-07 12:01:55,NULL,2023-07-07 12:01:55,PENDING,4addbe48-e1e9-4f32-8932-4444582ba25f,03
1adc8ffe-678f-47ae-a5f9-b40bffa005c5,NULL,2023-06-09 12:41:04,NULL,2023-06-09 12:41:04,PENDING,c54e1708-8e37-4655-bd97-77f0e6fbde88,03
1c00ea11-8181-44e1-8d51-63ff24f7cc2e,NULL,2022-03-17 10:42:03,NULL,2022-03-17 10:42:03,PENDING,7404fd03-4c0a-4e9b-87f5-4698486b9164,9d42a4bc-43fe-42e8-b051-e62a6a932b8a
1cb2362e-d1a0-4c0c-9dfe-01aaf9ff04de,NULL,2023-07-13 12:29:55,NULL,2023-07-13 12:29:55,PENDING,c33e547a-b10d-4f53-848b-ccaed693383b,992f7c4a-eff6-4332-b7ee-976cb5963a97
22ddb357-0370-4262-af22-b3c5f8f779d7,NULL,2022-03-17 09:48:43,NULL,2022-03-17 09:48:43,PENDING,7404fd03-4c0a-4e9b-87f5-4698486b9164,3edfba0c-7857-46db-a707-78856358cc1d
2331bd96-4240-40a0-8573-efecf278ab35,NULL,2022-11-29 06:30:19,NULL,2022-12-13 08:17:10,ACCEPTED_PENDING,a8a34bfc-47c5-4fa0-a96e-c031378e73a8,9e11456c-f0f6-48c7-9cbf-6f4447379727
24431ebd-348d-4347-93b8-c66ce50d654a,NULL,2023-07-11 12:22:44,NULL,2023-07-11 12:22:44,PENDING,7bbfabc0-6980-4a62-93c2-4e3808a6afa4,5574d61c-c8f2-4031-ae37-9230565e1296
245c70d0-5536-4095-9e5d-41d937a57fe8,NULL,2023-05-23 08:40:36,NULL,2023-05-23 08:40:36,PENDING,01bf8a5b-33ee-4997-a73c-a79a76131058,9e11456c-f0f6-48c7-9cbf-6f4447379727
253a0c95-6a2b-4704-ae3c-2c384c25e6f1,NULL,2022-08-23 06:31:13,NULL,2022-08-23 06:31:13,PENDING,67d259c4-3c7e-4c8a-82bc-87db1456fbf7,cd195b2d-1546-4edf-8a64-08edf076e2ff
28fc5c44-d117-4e26-a66d-068c361bebe9,NULL,2025-04-17 03:45:56,NULL,2025-04-17 03:46:10,ACCEPTED_PENDING,bf38f173-c63d-451d-81cf-59aef81d4a3e,8d250d37-5fe6-4b9c-b0cd-10fc41594c05
293e77c9-8f12-480c-99b8-33fa6f0d827c,NULL,2023-05-17 10:38:05,NULL,2024-02-15 10:45:28,ACCEPTED_PENDING,9749aeb2-00a7-45bc-be40-7c287a36105a,9e11456c-f0f6-48c7-9cbf-6f4447379727
2e215f6a-5980-4234-ac47-5ea5509814e9,NULL,2023-07-19 13:36:54,NULL,2023-07-19 13:38:02,ACCEPTED_PENDING,c8ea1cc7-be75-4bb0-be72-b062dc421501,54fea194-4220-40ff-83dd-00c5a946dc25
2f1fc449-754e-40cc-b467-5987df1028c9,NULL,2023-07-24 00:32:01,NULL,2023-07-31 05:12:49,REJECTED,c8ea1cc7-be75-4bb0-be72-b062dc421501,9e11456c-f0f6-48c7-9cbf-6f4447379727
2fed0b27-a645-46d3-aa60-56d496d2539e,NULL,2022-03-24 10:32:36,NULL,2022-12-15 05:16:30,ACCEPTED_PENDING,c6d75286-0811-4113-b7ed-b968a5ab9309,9e11456c-f0f6-48c7-9cbf-6f4447379727
3030c092-c72e-40da-8487-bc154af1d893,NULL,2022-02-24 11:01:03,NULL,2022-03-07 06:00:37,ACCEPTED_PENDING,ad12d449-8c3e-4574-bb96-7545115b40df,9e11456c-f0f6-48c7-9cbf-6f4447379727
324d9e9b-2b02-4135-91f0-0616825e5b4d,NULL,2023-07-12 14:06:36,NULL,2023-07-12 14:06:36,PENDING,a29aa051-5f72-4b9e-b99a-5976235eb645,03
3274b2eb-ba4b-4bb1-96fb-65c0e5c4841d,NULL,2023-07-24 09:39:49,NULL,2023-07-24 09:39:49,PENDING,01e0db0c-c0df-43a1-86e2-5fecf418829f,9e11456c-f0f6-48c7-9cbf-6f4447379727
36fc784a-5327-403a-8aba-b5064d507d73,NULL,2022-12-30 09:58:41,NULL,2023-03-14 07:03:58,ACCEPTED_PENDING,caf0b5ec-1607-45fb-b2c6-ea6f49750b11,9e11456c-f0f6-48c7-9cbf-6f4447379727
3716dc32-a0e8-489b-9e90-490e626a6b4e,NULL,2023-03-17 06:54:23,NULL,2023-03-17 06:54:23,PENDING,8c4070fc-b105-4b6b-84d8-1fc51bfd855b,9e11456c-f0f6-48c7-9cbf-6f4447379727
37eb0a14-5f61-470a-82e9-e92bd5e05aea,NULL,2022-03-17 09:48:44,NULL,2022-03-17 09:48:44,PENDING,7404fd03-4c0a-4e9b-87f5-4698486b9164,34819871-342b-4a70-823d-5088c33c726d
3c3ae069-296d-483e-b1a4-864a4bdfe208,NULL,2022-04-01 09:48:22,NULL,2022-04-03 00:26:30,ACCEPTED_PENDING,75c58e2f-9889-47ad-a2f9-d05d72fb18b6,9a7343fd-400c-4d9c-9337-36f169d4d659
3e7ecee0-6f4c-4b3b-863b-a10eb32b28cf,NULL,2022-02-07 08:02:47,NULL,2022-04-03 00:26:01,ACCEPTED_PENDING,ef474866-9962-4eaf-9a43-0e9f085ac1ac,9a7343fd-400c-4d9c-9337-36f169d4d659
3ffc406b-4060-4baa-92fb-1c2e4258159b,NULL,2023-08-04 05:14:46,NULL,2023-08-04 05:14:46,PENDING,01e0db0c-c0df-43a1-86e2-5fecf418829f,9a7343fd-400c-4d9c-9337-36f169d4d659
4018e5c9-7a8e-4d99-8021-b4624eda3d3e,NULL,2025-04-10 11:56:48,NULL,2025-04-10 11:56:48,PENDING,7e86b315-f215-4b60-8129-8aff3155327b,95898161-c881-4f17-bf25-83b33fa3b412
405db14a-ff66-4a06-8b48-46198cef09d0,NULL,2023-07-18 11:44:28,NULL,2023-07-18 11:50:32,ACCEPTED_PENDING,a29aa051-5f72-4b9e-b99a-5976235eb645,54fea194-4220-40ff-83dd-00c5a946dc25
41a64294-cb37-47d2-bbd5-a7c674490616,NULL,2023-05-17 10:39:31,NULL,2023-05-17 10:43:02,ACCEPTED,9749aeb2-00a7-45bc-be40-7c287a36105a,f94c9423-2671-4c2a-bcbe-c668e22ea84e
42835989-157f-47c5-8042-3a415bc07183,NULL,2022-12-15 04:46:29,NULL,2023-03-14 07:04:00,ACCEPTED_PENDING,67553861-ae13-4e32-a036-6f60bd8d9234,9e11456c-f0f6-48c7-9cbf-6f4447379727
42ba63ad-e494-49dc-b372-b57caf74325c,NULL,2022-03-17 10:42:43,NULL,2022-03-17 10:42:43,PENDING,7404fd03-4c0a-4e9b-87f5-4698486b9164,638bdb88-c250-4d46-b870-c4a78c79ed60
43e8fff5-bb82-4309-96e6-fdc33492d0f7,NULL,2023-06-30 12:20:57,NULL,2023-06-30 12:20:57,PENDING,9749aeb2-00a7-45bc-be40-7c287a36105a,9d9f1894-5892-4bc2-80f7-db193a3649ee
44e55df9-c604-41bf-a0ce-6acbbaf69701,NULL,2022-03-23 10:16:11,NULL,2022-03-24 10:48:54,ACCEPTED_PENDING,b64faef6-52bc-44cf-8e6b-04c16a880810,9e11456c-f0f6-48c7-9cbf-6f4447379727
45286ca0-c998-4175-b735-cd6ca27b34eb,NULL,2023-07-07 11:52:38,NULL,2023-07-07 11:52:38,PENDING,56515048-7cab-4b45-a8b3-dfd627d5d2fb,03
48fcbe5e-d4f1-41b7-85bb-b6c9436e59c7,NULL,2025-04-16 07:25:08,NULL,2025-04-16 07:25:08,PENDING,d2f640d4-7ba4-4242-95fa-67bdd8ba5a7f,0c7eea2b-c36f-4688-b246-ee64593eb8eb
49d2815c-8839-4b81-a617-6e24b098c8e8,NULL,2022-03-21 03:56:37,NULL,2022-11-22 05:27:06,REJECTED,49050db5-46e1-470f-9046-9f3f75890ea2,9e11456c-f0f6-48c7-9cbf-6f4447379727
4aa1d319-002e-462f-8179-0c3c1445cecf,NULL,2025-04-15 05:51:22,NULL,2025-04-15 05:51:22,PENDING,7e86b315-f215-4b60-8129-8aff3155327b,c82a9f16-ea31-458b-a587-96b42f35dc81
4e393aa8-151e-48c8-a4fb-87e246cc28a8,NULL,2022-03-17 09:43:23,NULL,2022-03-17 09:43:23,PENDING,7404fd03-4c0a-4e9b-87f5-4698486b9164,c76f6363-d975-4aa6-b43d-6fb014ba0e26
50d251a9-7345-48da-a327-d07526239668,NULL,2023-07-24 09:37:35,NULL,2023-07-24 09:37:35,PENDING,01e0db0c-c0df-43a1-86e2-5fecf418829f,03
524ab3b9-3547-49d6-853e-378c8665dd6c,NULL,2022-02-16 07:52:35,NULL,2022-02-16 07:52:35,PENDING,01bf8a5b-33ee-4997-a73c-a79a76131058,616bd6ad-2fb0-4073-9ba6-dfa15fbe0db0
5777a8bd-c805-47f0-8956-7f4661755d99,NULL,2022-01-18 13:08:56,NULL,2022-01-18 13:09:09,ACCEPTED_PENDING,8bd41c14-ba65-4365-bada-b607473cedeb,54fea194-4220-40ff-83dd-00c5a946dc25
57d5a5d5-e7fb-4148-a657-526403f98e90,NULL,2023-07-18 09:29:45,NULL,2023-07-18 09:29:45,PENDING,efe59230-9593-4077-a3f2-a9c893f61b8f,03
58a9ab1c-6b51-4cb9-9924-dd61073727c4,NULL,2022-03-23 06:53:06,NULL,2022-03-23 13:50:10,ACCEPTED_PENDING,922e3248-94b5-47e8-8ae8-68b2e83f287b,9e11456c-f0f6-48c7-9cbf-6f4447379727
5940980d-b316-43f4-85ae-fc156b201f27,NULL,2022-03-17 10:14:45,NULL,2022-03-17 10:14:45,PENDING,7404fd03-4c0a-4e9b-87f5-4698486b9164,2e6c0e42-bc62-4491-baa2-902e4a319d4a
595e820b-33a0-4540-9084-d370af4fbc22,NULL,2023-05-19 07:14:47,NULL,2023-05-19 07:14:47,PENDING,9749aeb2-00a7-45bc-be40-7c287a36105a,c0f45f6f-019e-4730-935a-008177050ae9
598701c1-fc13-4a6b-bb7b-beaf8cda79eb,NULL,2022-12-27 06:34:25,NULL,2022-12-30 09:42:14,ACCEPTED_PENDING,0bca576c-8df9-4b7e-9eea-1d6a168b5579,54fea194-4220-40ff-83dd-00c5a946dc25
59979a72-35ea-442a-82bb-81b2ce7fecdf,NULL,2023-03-23 09:18:06,NULL,2023-03-23 10:45:32,ACCEPTED,01563a68-580a-4615-ab31-52b0c10312b8,54fea194-4220-40ff-83dd-00c5a946dc25
59fb29f4-4475-4ce1-ade4-659b883ec3b2,NULL,2022-12-30 09:38:10,NULL,2022-12-30 10:02:01,ACCEPTED_PENDING,c7b4360b-cd34-468a-aeb0-a3bf6a0dd735,54fea194-4220-40ff-83dd-00c5a946dc25
5f0378f8-ebab-4828-95f1-cb9df6d59be7,NULL,2022-12-21 08:54:37,NULL,2022-12-21 08:57:05,ACCEPTED,98fbd03c-535a-4cd5-be93-e00cf92793c2,9e11456c-f0f6-48c7-9cbf-6f4447379727
6101a77b-d59c-4b1b-bcc7-5f67ec21d4dd,NULL,2023-08-04 05:14:11,NULL,2023-08-04 05:14:11,PENDING,01e0db0c-c0df-43a1-86e2-5fecf418829f,c0f45f6f-019e-4730-935a-008177050ae9
6328d22f-956e-4eb4-b750-fa71b3b0deb2,NULL,2025-04-15 06:09:44,NULL,2025-04-15 06:09:44,PENDING,7e86b315-f215-4b60-8129-8aff3155327b,69f2dc21-c175-4956-8731-c1266ec90d98
638afc35-67a4-4832-ae57-902cd254526f,1459f8aa-5b5e-45f2-9bdc-f3097960a439,2023-05-16 03:05:54,02c45705-3dd6-4df1-af0b-b5fddddf1cad,2023-05-16 03:05:54,PENDING,ff15f488-db86-4772-a835-9761377fec4f,5e306ab8-4160-42ee-82a7-b56978f401a6
65ad835a-f3b0-4ebe-9264-2604dc121ace,NULL,2023-03-21 05:18:57,NULL,2023-03-23 09:10:29,ACCEPTED,13c16671-5fe7-4344-a7a3-c5ea3b4a40ef,54fea194-4220-40ff-83dd-00c5a946dc25
682a9c42-21f1-4b09-975b-d7a4925a4996,NULL,2022-03-17 10:17:15,NULL,2022-03-17 10:17:15,PENDING,7404fd03-4c0a-4e9b-87f5-4698486b9164,a6749bf4-c2e7-43c1-af94-0a7651c6c4b5
686b66bc-b945-402d-96c4-f74efd89dd30,NULL,2022-03-17 09:48:41,NULL,2022-03-17 09:48:41,PENDING,7404fd03-4c0a-4e9b-87f5-4698486b9164,2e476b07-6122-4afe-8cf7-014fe606025c
6d1e922c-5c9f-4b80-87f5-92f2a56d0a15,NULL,2023-07-17 12:03:07,NULL,2023-07-17 12:03:07,PENDING,fba6e6ea-f6f8-4c80-88d3-bcefe674cfc6,992f7c4a-eff6-4332-b7ee-976cb5963a97
6e015450-1edd-4f9a-8d7f-9b8fe009284d,NULL,2023-07-21 11:20:12,NULL,2023-07-27 09:44:40,ACCEPTED,c8ea1cc7-be75-4bb0-be72-b062dc421501,a11250bd-7b70-421d-8001-2783ae6b9fb7
6f27ba05-b147-48f5-a6e2-07d0ec320997,NULL,2022-02-07 08:02:48,NULL,2022-02-07 08:02:48,PENDING,ef474866-9962-4eaf-9a43-0e9f085ac1ac,ac83d35b-01b6-499c-8368-e08876e6a195
6f3638d6-0fa0-492f-8c5e-3b2f95bb0288,NULL,2022-09-28 04:49:31,NULL,2022-09-28 05:03:54,ACCEPTED,167752ba-3631-46a9-b0ca-ec0c5cd6c99d,9e11456c-f0f6-48c7-9cbf-6f4447379727
6f65ad01-63f7-4cef-b369-335247c225f2,NULL,2022-02-11 08:42:06,NULL,2022-02-11 08:42:06,PENDING,9b24cf08-d5b9-4d83-a2ef-a03df4f16959,c0f45f6f-019e-4730-935a-008177050ae9
70925f3c-cdb1-4e84-b4b0-522c5c3d1344,NULL,2022-02-16 07:52:36,NULL,2022-02-16 07:52:36,PENDING,01bf8a5b-33ee-4997-a73c-a79a76131058,1a4bdf39-df56-418a-aa07-dfc646b4b1b1
711a0f1d-57cb-46cd-a015-1870b56029bb,NULL,2023-06-09 13:30:41,NULL,2023-07-13 05:02:19,ACCEPTED_PENDING,c54e1708-8e37-4655-bd97-77f0e6fbde88,9e11456c-f0f6-48c7-9cbf-6f4447379727
713a45c2-8d68-4641-9916-56f7f142d490,NULL,2022-01-18 15:28:45,NULL,2022-01-18 15:37:39,ACCEPTED,fb4ec3f4-5da7-4fa9-a0e3-358a9b4624d2,54fea194-4220-40ff-83dd-00c5a946dc25
72f967d3-3f0e-4aba-bf77-670303b4a531,NULL,2022-12-30 09:58:42,NULL,2023-01-10 09:29:29,ACCEPTED_PENDING,caf0b5ec-1607-45fb-b2c6-ea6f49750b11,54fea194-4220-40ff-83dd-00c5a946dc25
